about,image_url,name,title_company_location,friends,links
,//static.sched.org/a/461197/avatar.jpg.75x75px.jpg,Etsuji Nakai,"Senior Solution Architect,         Red Hat K.K.,Tokyo, Japan",,
,,Joachim Lusiardi,,,
,//m3.licdn.com/mpr/mprx/0_73E_PZW2q1XdZ8G0fTHpPRIGq9CwZL_0DhYpPRogIKnUbTNxiFs7jUYPVRGNRGC1mGegyyZFOGSC,Sumit Naiksatam,"MTS,         big switch networks,San Francisco Bay Area",,
,//static.sched.org/a3/909220/avatar.jpg.75x75px.jpg,Paul Murray,"Technical Lead,         HP",,http://hpcloud.com
"Operating systems, open source, and OpenStack development.",//m.c.lnkd.licdn.com/mpr/mprx/0_G13Ym4-OpRGslzBI8tTTmsAAYsFZAnBI8lz3mU3DTM1ea-8wmzAthRviK-bbtlnFiri8Tp1jd4Qa,jessica murillo,"Strategy,         IBM,Austin, Texas","Dan Smith,Das Kamhout,Das Kamhout,Phil Estes,Niki Acosta,Scott Sanchez,Sean Dague","http://twitter.com/jess1camurillo,http://www.facebook.com/profile.php?id=607653524"
"Kavit is an OpenStack Ambassador and the CTO of Aptira and heads Aptira's Indian operations and with 15 years of experience in designing and deploying enterprise solutions. Kavit has also been the driving force behind the Indian OpenStack community and Aptira's involvement with OpenStack. Kavit has helped organise OpenStack events in India and loves to work with students and driving their involvement with OpenStack.,,Kavit provides the team with a wealth of experience.   He has been a key member of teams that have successfully delivered cutting edge solutions to various Australian Telcos and corporations. He has also been the driving force behind several start-ups, helping them develop and innovate novel solutions and products. Kavit specialises in virtualisation and cloud.",https://graph.facebook.com/594536166/picture?type=normal,Kavit Munshi,"CTO, OpenStack Ambassador,         Aptira,Ahmedabad, India","Sajid Akhtar,Pranav Salunke","http://www.facebook.com/profile.php?id=594536166,http://www.aptira.com"
,,Mircea Munteanu,,,
,//static.sched.org/a4/1474471/avatar.jpg.75x75px.jpg,Thomas Lumpp,"Senior Architect,         IBM,Germany",,http://www.ibm.com
,,Al Mummar,,,
,,Abhi Mukherjee,"Developer (HPC/Cloud Computing),         ClusterVision,Amsterdam",,http://www.clustervision.com
,,Louis Mulder,"Consultant,         Snow",,
"Diane Mueller is a Cloud Evangelist & Community Lead at Red Hat focused on developing the community around the OpenShift Origin PaaS Open Source project (,). She has been designing & implementing financial applications at Fortune 500 corporations for over 20 years. Diane has been actively involved in cloud interoperability standards development efforts of OASIS/TOSCA & the financial XML data standard XBRL Open Standard (,). She lives and works in British Columbia, Canada.",//static.sched.org/a4/231832/avatar.jpg.75x75px.jpg,Diane Mueller,"OpenShift Origin Community Manager,         Red Hat,Vancouver, BC","Adam Johnson,Sajid Akhtar,Anne Gentle,Brian Guillemette,Jesse Proudman,Paul Miller,Colin McNamara,Dave Neary, Red Hat,Eric Wright (@DiscoPosse),Rich Bowen,Duncan Johnston-Watt,Flavio Percoco,Gael Chamoulaud,Josh Sanderson,Joshua McKenty,Louis Taylor,Daniel Krook,Marten Hauville,Mark Atwood,Mark McLoughlin,Nick (Nicolas) Barcet,Keith Basil,patricia,Pádraig Brady,Perry Myers,Randy Bias,Rob Hirschfeld,Russell Bryant,Sage Weil,Scott Sanchez,Steven Vaughan-Nichols,Sriram Subramanian,Thierry Carrez","http://twitter.com/pythondj,http://openshift.com"
cloud evangelist for ActiveState's Stackato PaaS initiative,//static.sched.org/a2/231825/avatar.jpg.75x75px.jpg,Diane Mueller,"Red Hat,Vancouver, British Columbia",Mark Atwood,http://www.facebook.com/profile.php?id=547290739
How to rate and bill Openstack uages.,https://graph.facebook.com/800319555/picture?type=normal,Quentin Moulinier,"Developper,         NUMERGY,Paris, France",,http://www.facebook.com/profile.php?id=800319555
,https://media.licdn.com/mpr/mprx/0_5J73_mcUnOUZSbhzLZyY_D3snpYcTXTzbOUY_DAoW0EFY8nvd0xDDS5XZNOHGi8JkVS0uEiHG7Ry,Julien Leloup,"Cloud Computing Engineer,         Dassault Systemes,Paris Area, France",,
,,Genzo Mouri,,,
"Rainya Mosher is a Manager of Software Development at Rackspace Hosting within the Public Cloud. She has worked with a dozen Rackspace OpenStack teams in both development and operations over the last year, including OpenStack Compute and OpenStack Networks, to help them find the sweet spot between productivity and innovation, as well as led the team of engineers that navigated the treachous waters of production scale and trunk deploys during Grizzly for Rackspace. She is a creative type with a strong software development background who likes people and got sucked into the manager path along the way. When she s not immersed in email and IRC, she can be found singng in San Antonio, Texas local theatre scene or writing the next great American novel.",https://graph.facebook.com/839629328/picture?type=normal,Rainya Mosher,"Software Development Manager,         Rackspace Hosting,Helotes, Texas","Anne Gentle,Jesse Proudman,Jonathan LaCour,Dan Smith,Devananda van der Veen,Everett Toews,Iccha Sethi,Jay Faulkner,John Garbutt,Mark Atwood,Nick (Nicolas) Barcet,Jim Meyer,Thierry Carrez","http://twitter.com/rainyamosher,http://www.facebook.com/profile.php?id=839629328,http://www.rainyamosher.com"
,,Stefan Mortensen,,,
,https://graph.facebook.com/100005111732125/picture?type=normal,Sayali Lunkad,"Pune, Maharashtra","Sajid Akhtar,Pranav Salunke","http://www.facebook.com/profile.php?id=100005111732125,http://sayalilunkad.github.io/"
,,Jim Morrisroe,"CEO & Founder,         Piston Cloud Computing, Inc.",,
,,Sam Morrison,"Cloud Architect, NeCTAR,         University of Melbourne,Melbourne, Australia",,
I work with computers and I like things,//graph.facebook.com/1162720358/picture?type=normal,Daniel Morris,"Sr. Product Manager,         Rackspace Hosting,Austin, Texas",Joe Savak,http://www.facebook.com/profile.php?id=1162720358
,https://media.licdn.com/mpr/mprx/0_sNXFMb52GLj7YgS7s1iNML1a85W8OUS74PrZMLqyxigK30sf9tqIc58tmedxgyu_UB6JnCo_RxMr,Ben Morrice,"Systems Administrator,         Human Brain Project,Geneva Area, Switzerland",,http://humanbrainproject.eu
,//m.c.lnkd.licdn.com/mpr/mprx/0_ZgfI5i6Z5dHh7W2z9R245Ti9L7Y7_Wgz9JRN5T5WVdExyDEvqU0FI3AbICOKhmyJMYDzE6Uz89gZ,Perry Myers,"Director of Engineering,         Red Hat,Coraopolis, Pennsylvania","Angus,Dan Smith,Dave Neary, Red Hat,Rich Bowen,Flavio Percoco,James Labocki,Jason Rist,Mark McLoughlin,Keith Basil,Pádraig Brady,Russell Bryant,James Slagle","http://twitter.com/perrynmyers,http://www.facebook.com/profile.php?id=1030394194,http://redhat.com"
,,Kazutaka Morita,,,
Daisuke Morita is now interested in test and operation of commercially-sized OpenStack Swift. He contributes Tempest project for Swift test cases for a year.,https://graph.facebook.com/100002946540139/picture?type=normal,Daisuke  Morita,"Engineer,         NTT Corporation,Tokyo, Japan",SHIGEMATSU Mitsuhiro,http://www.facebook.com/profile.php?id=100002946540139
,https://media.licdn.com/mpr/mprx/0_OVJogBnW5-Aa22C2yJVMgzQW5NLG2712KYDvgqnvsBA-1IXutpd61NGUwp5j7e-h0JRqtPXLzKP_,Thomas Morin,"Orange,France","Julien Danjou,Russell Bryant,Thierry Carrez",http://twitter.com/netpeeker
,,Arnaud Morin,,,
"Integrated and maintaining the OpenStack continuous integration (Zuul, JJB..) for the Wikimedia Foundation.",,Antoine Musso,"Continuous integration lead,         Freelance,Nantes, France",,
,https://graph.facebook.com/1314625249/picture?type=normal,Germán Moya,"BEEVA,Madrid, Spain",,http://www.facebook.com/profile.php?id=1314625249
,//static.sched.org/a4/1498022/avatar.jpg.75x75px.jpg,Eric de Morgoli,,,
"High performing, happy teams. Software that is a joy to use.",https://media.licdn.com/mpr/mprx/0_hW3LF0uvCaX9Es0cCfr9FyfeGDlcQsmcCIzsFyjeja5FMOMBu7AdWpWQ25AHLg7R3EiRHRiKdcYw,Thom Leggett,"Software Engineering Manager,         Hewlett-Packard,Bristol, UK","Anne Gentle,Andrea Frittoli,Jesse Proudman,Boris Pavlovic,Paul Miller,Colette Alexander,Devananda van der Veen,Doug Hellmann,John Griffith,Joshua McKenty,Mark Atwood,Mark McLoughlin,Russell Bryant,Sean Dague,Sriram Subramanian,Thierry Carrez","http://twitter.com/thomleg,http://www.hpcloud.com/"
"Akihiro is working with OpenStack community from Folsom and is a core developer of Nuetron and Horizon. He also spends his time on I18N related activities. Before joining OpenStack community, he worked on development,of network virtualization testbed in Japan using OpenFlow. He has been involved in research and development of networking technologies in various areas including router architecture, high-speed packet processing, and network security.",,Akihiro Motoki,"Senior Research Engineer,         NEC",,
,,satoru moriya,"Researcher,         Hitachi, Ltd.",,
,,Simeon Monov,"Software Engineer,         IBM,United States",,
,,Jordi Moles,,,
,,Moiz Moizuddin,,,
,,Klaus Moeller,"AM Cloud & IP,         Ericsson,Germany",,
,,George Moberly,,,
,https://graph.facebook.com/100002581047123/picture?type=normal,Hiroki Miyata,"R&D Engineer,         ITOCHU Techno-Solutions Corporation,Osaka, Japan",,"http://www.facebook.com/profile.php?id=100002581047123,http://www.ctc-g.co.jp"
"Akihiro is working with OpenStack community from Folsom and is a core developer of Nuetron and Horizon. He also spends his time on I18N related activities. Before joining OpenStack community, he worked on development,of network virtualization testbed in Japan using OpenFlow. He has been involved in research and development of networking technologies in various areas including router architecture, high-speed packet processing, and network security.",https://graph.facebook.com/100002100788529/picture?type=normal,Akihiro Motoki,"Senior Research Engineer,         NEC,Tokyo, Japan","Hiromichi Itou,Masayuki Igawa,Masayuki Igawa,Nobuyuki Tamaoki,Toru Makabe,Thierry Carrez,Takeshi Nakajima,Tomoaki Nakajima","http://twitter.com/ritchey98,http://www.facebook.com/profile.php?id=100002100788529"
,,Kaushik Mittra,,,
,//static.sched.org/a/463205/avatar.jpg.75x75px.jpg,Andrew Mitry,,,
,,Jeffrey Moore,,,
"He is currently responsible for the team that implements the next-generation NTT Laboratories private cloud, to create an environment that fosters service innovation. He has been involved in facilitating innovation process in various projects. He hopes that some day in the near future, we may be able to realize a peaceful world, full of ""Omotenashi"", a traditional Japanese way of hospitality with the most dedicated and exquisite manners,  making the best use of the opportunity offered by OpenStack and the other IT technologies.",https://graph.facebook.com/1268574579/picture?type=normal,SHIGEMATSU Mitsuhiro,"Senior Reseach Engineer,         NTT,Musashino, Tokyo","Adam Johnson,Daisuke  Morita,Ikuo Kumagai,Masayuki Igawa,Masayuki Igawa,Akihiro Motoki,Ryu Ishimoto,takehirokaneko,Takeshi Nakajima,Tomoaki Nakajima,Tomohide  Jokan","http://www.facebook.com/profile.php?id=1268574579,http://www.ntt.co.jp/svlab/e/"
"Belmiro Moreira is an enthusiastic software engineer passionate about the challenges and complexities of architecting and deploying Cloud Infrastructures in very large-scale environments. He works at CERN and during the last two years his main role was to design, develop and build the CERN Cloud Infrastructure based on Openstack. Previously he worked in different virtualization projects to improve the large batch farm at CERN.",//pbs.twimg.com/profile_images/3083412558/6ed780e4fb93bba567db83350eb30378_bigger.jpeg,Belmiro Moreira,"Cloud Architect,         CERN,Geneva, Switzerland","Anne Gentle,Tristan Goode,Chris Jackson,Dan Smith,Dave Neary, Red Hat,Devananda van der Veen,Doug Hellmann,Rich Bowen,Everett Toews,Emilien Macchi,Julien Danjou,Joshua McKenty,Kevin Jackson,Mark McLoughlin,Nick (Nicolas) Barcet,Perry Myers,Randy Bias,Rob Hirschfeld,Russell Bryant,Scott Sanchez,Sean Dague,Steve Martinelli,Thierry Carrez,Tim Bell",http://twitter.com/belmiromoreira
",,,,,,,",//static.sched.org/a4/1452736/avatar.jpg.75x75px.jpg,Paul Miller,"Founder,         The Cloud of Data,Beverley, East Riding of Yorkshire","Caroline McCrory,Duncan Johnston-Watt,Florian Otel,Joshua McKenty,Nati Shalom,Nigel Ward,Randy Bias,Scott Sanchez,Tim Bell","http://twitter.com/PaulMiller,http://www.foursquare.com/user/11451003,http://cloudofdata.com/about/"
,//static.sched.org/a4/1549763/avatar.jpg.75x75px.jpg,Jeremy Miller,,,
,//static.sched.org/a4/1437010/avatar.jpg.75x75px.jpg,Igor Milovanović,"Software Engineer,         TNKNG,Dublin, Ireland",,"http://www.facebook.com/profile.php?id=623588161,http://igormilovanovic.com"
",,,,,,",//static.sched.org/a/158798/avatar.jpg.75x75px.jpg,Marten Mickos,"Senior Vice President and General Manager, HP Cloud,         Hewlett-Packard",,
"My company is providing ISP services since 2003. We also offer consulting services, also for cloud stuff, to other companies and ISPs.",//pbs.twimg.com/profile_images/378800000642929753/709ecc70c012dac10bc378891390e29b_bigger.jpeg,Sven Michels,"CEO,         sectoor GmbH,Frankfurt / Main, Germany",,http://www.sectoor.de
,,Jarek Miszczyk,,,
"Python (duh :), Volleyball, Soccer, photography, and BMWs",//static.sched.org/a3/637717/avatar.jpg.75x75px.jpg,Paul Michali,"Cisco Systems,New Hampshire, USA","Colin McNamara,Doug Hellmann,Henry Gessau,Mark T. Voelker,Sean M. Collins","http://twitter.com/pmichali,http://photosby.michali.org"
,//static.sched.org/a3/1156760/avatar.jpg.75x75px.jpg,Jim Meyer,"Meyer For Hire,Bay Area, California, USA","Anne Gentle,Jesse Proudman,Carina C. Zona,Chris Jackson,Devananda van der Veen,Doug Hellmann,Ed Leafe,Everett Toews,Louis Taylor,Morgan Fainberg,Randy Bias,Simon McCartney",http://twitter.com/purp
,,Antonio Messina,"University of Zurich,Zurich",,http://www.s3it.uzh.ch
"Todd Morey co-founded The Rackspace Cloud with Jonathan Bryce. In over a  decade at Rackspace, Todd has provided design, strategy, and guidance  towards the launch of several major Rackspace products, from the first  customer portal to the current portfolio of Rackspace Cloud offerings.  Todd currently works with the OpenStack Foundation as Creative Director.  He also mentors students and web-based startups.",,Todd Morey,"Creative Director,         OpenStack Foundation",,
,,Mike Metral,,,
"Storage Made Easy: The Enterprise File Share and Sync Solution for OpenStack Swift.,,Storage Made Easy provide an Enterprise File Share and Sync platform for OpenStack Swift that encompasses a full suite of secure file sharing apps across every desktop and mobile device and and which includes governance and audit control combined with a protocol gateway for WebDav, FTP, and SFTP access.,,Kontakt f",https://media.licdn.com/mpr/mprx/0_ndxXK8Z6bNfPbmA-nmjUKGm6Fqplbm8-qawUKiY64AH8ZoBtVf7HO_oHdsy7XWTOBogVxk8ds77d,Achim F.  von Montigny,"Sales Director D/A/CH,         Storage Made Easy,Zurich, Switzerland","Ana de Jorge,Frank,Nati Shalom,Roberto Castelli","http://twitter.com/Wolkenspeicher,http://www.storagemadeeasy.com"
,//static.sched.org/a4/1454321/avatar.jpg.75x75px.jpg?e4d,Alexey Miroshkin,"IBM,Moscow, Russia",,
,//static.sched.org/a4/649061/avatar.jpg.75x75px.jpg,Dmitry Mescheryakov,"Software Developer,         Mirantis IT,Saratov, Russia","Sergey Brook,Timur  Nurlygayanov",http://www.facebook.com/profile.php?id=100000360186066
"Alberto Messina (born 1971 in Torino, MSc. Electronic Engineering, PhD) began his collaboration as a research engineer with RAI in 1996. Since then, he has been involved in several internal and international research projects in digital archiving, automated documentation, and automated production. R&D coordinator since 2005, his competence area is Automated Information Extraction & Management/Information and Knowledge Engineering, where he is author of more than 80 technical and scientific publications. He leads the EBU Strategic Programme on Media Information Management. He has worked on several EC funded projects most notably on VISION Cloud - winning the IBC 2013 Special Award. He has served in the Programme Committee of several international conferences and has been General Co-chair of the International Workshop on Automated Information Extraction in Media Production. He is Contract Professor at Politecnico di Torino for a course on Multimedia Archival Techniques. He actively participates in International Standardisation bodies, mainly in EBU and MPEG. For his activities in automated news analysis, he has been presented in 2010 with Confindustria s ICMT Award.",//static.sched.org/a4/1369322/avatar.jpg.75x75px.jpg,Alberto Messina,"R&D Area Coordinator,         RAI - Radiotelevisione Italiana",,
"Doug is a software developer working at Rackspace in beautiful San Antonio, Texas.  He's currently working on Cloud Security products for OpenStack where he is part of the core development team for the Incubated OpenStack Barbican project.,,Doug is also very involved in his local Python community.  He heads the Alamo City Python Group and is a regular speaker at many other local user groups, as well as regional conferences.",//static.sched.org/a4/1393649/avatar.jpg.75x75px.jpg,Douglas Mendizábal,"Software Developer III,         Rackspace,San Antonio, TX",,
,https://media.licdn.com/mpr/mprx/0_Dv0vDV-poUPdKuLwSnp6DM-KHY6LrfLwfcIoDMN_cg-zfw-ITPfM_JhS69QVPHXb2njwGOoXWlNV,werner mendizabal,"Software Engineer III,         Rackspace Hosting,San Antonio, Texas Area","Morgan Fainberg,Steve Martinelli,Joe Savak","http://twitter.com/NoNameEnterName,http://www.facebook.com/profile.php?id=100006035258117"
,//static.sched.org/a3/1150371/avatar.jpg.75x75px.jpg,Axel Mery,"Vice CTO,         Numergy,Aubervilliers, France","Benjamin ACH,Beauvalot,Nicolas Fournier,Lefort","http://www.foursquare.com/user/75342573,http://www.numergy.com"
,//static.sched.org/a3/1080654/avatar.jpg.75x75px.jpg,Rich Megginson,"Principal Software Engineer,         Red Hat,Albuquerque, NM",,
"I'm an OpenStack contributor, user, and evangelist. I've been using and supporting OpenStack for three years (yep, three years). I've got experience in networking and storage and a long Linux background. I started the Colorado OpenStack meetup two years ago as a way to get more people in Northern Colorado involved and informed in OpenStack. I've also presented at the OpenStack Denver meetup in the same vein. I'm med_"" on freenode IRC and participate (irregularly) in several of the OpenStack IRC meetings each week. In addition to being part of the ""stackers"" at Canonical, I recently helped ""stand up"" Time Warner Cable's private OpenStack cloud after joining them in January.""",//static.sched.org/a3/1080637/avatar.jpg.75x75px.jpg,David Medberry,"Sr Engineer, Cloud, Time Warner Cable",,
,//static.sched.org/a4/1372164/avatar.jpg.75x75px.jpg,Craige McWhirter,"Anchor,Sydney, Australia",Peter Jung,http://anchor.com.au
,//static.sched.org/a4/1523826/avatar.jpg.75x75px.jpg,Eric McMurry,"Senior Principal Engineer, Strategy,         Oracle,Dallas",,
,,Chris Mellor,,,
"Mark McLoughlin is a consulting engineer at Red Hat and has spent over a,decade contributing to and leading open source projects like GNOME,,Fedora, KVM, qemu, libvirt, oVirt, and more.,,Mark has been contributing to OpenStack since 2011, most notably to Nova,and Oslo. He has served as Oslo PTL, as a member of the Technical,Committee, and as an Individual Director on the board.,,Mark is Technical Director for OpenStack at Red Hat, and represents Red,Hat as a platinum member on the board.",//static.sched.org/a4/230501/avatar.jpg.75x75px.jpg,Mark McLoughlin,"OpenStack Technical Director,         Red Hat,Dublin, Ireland","Anne Gentle,Tristan Goode,Angus,Colette Alexander,David Comay,d0ugal,Dan Smith,Dave Neary, Red Hat,Devananda van der Veen,Doug Hellmann,Diane Mueller,Rich Bowen,Flavio Percoco,Gael Chamoulaud,Emilien Macchi,Glynn Foster,James Labocki,Julien Danjou,Jason Baker,Joshua McKenty,John Garbutt,Kevin Jackson,Morgan Fainberg,Nick (Nicolas) Barcet,Keith Basil,Pádraig Brady,Perry Myers,Richard Jones,Randy Bias,Rob Hirschfeld,Russell Bryant,Sage Weil,Sean Dague,Sean Roberts,James Slagle,Thierry Carrez,Tim Bell,Thom Leggett",http://twitter.com/markmc_
,//static.sched.org/a/327779/avatar.jpg.75x75px.jpg,John McKenzie,"Cloud Technology Instructor,         Rackspace,San Antonio, TX",,http://johnmckenzie.org
"The first public release of OpenStack source code was on my blog, in May of 2010. But I spent the two years prior to that working on it, as the Chief Architect and Technical Lead of a project called NASA Nebula.,I'm currently on both the OpenStack Foundation board, and the Cloud Foundry Community Advisory Board. I co-chair the OpenStack interoperability committee, and chair the Transparency Working Group. I also serve on the finance committee, the compensation committee, and the program committees of every OpenStack summit to date.,I was the official ""Gold Member"" representative to the drafting committee, responsible for development of the OpenStack foundation bylaws. And in the early days, I was one of the four original members of the OpenStack Project Oversight Committee.,Essentially, I've spent a majority of my time mucking about in OpenStack governance since the days we called this thing ""Pinet"".,When I'm not drinking coffee and eating donuts, I do a lot of public speaking and evangelism of OpenStack, particularly around its use in Enterprise private cloud settings. (I believe I've given over 28 speeches in the past year).,My ""day job"" is as CTO for Piston Cloud Computing, the makers of the first commercial OpenStack software product.",https://graph.facebook.com/506628630/picture?type=normal,Joshua McKenty,"Field CTO,         Pivotal,San Francisco, California","Adam Johnson,Anne Gentle,Tristan Goode,Alexander Stellwag,Ben Kepes,Chet Burgess,Jonathan LaCour,Caroline McCrory,Paul Miller,Colette Alexander,Colin McNamara,Das Kamhout,Dave Neary, Red Hat,Devananda van der Veen,Doug Hellmann,Diane Mueller,Eric Wright (@DiscoPosse),Rich Bowen,J,Dan Mihai Dumitriu,Duncan Johnston-Watt,Yuije Du 杜玉杰,Ed Leafe,Everett Toews,Forrest Carpenter,Ferran Rodenas,Florian Otel,Foucault de Bonneval,Geoff Arnold,Ian,James Labocki,Josh Sanderson,Jeremy Hunt,Joe Arnold,John Deatherage,Kevin Jackson,Daniel Krook,Mark Atwood,Mark McLoughlin,Mark T. Voelker,Matt Ray,Morgan Fainberg,Monty Taylor,Nati Shalom,Nigel Kersten,Nick (Nicolas) Barcet,Niki Acosta,Neil Levine,patricia,Randy Bias,Rob Hirschfeld,Robert Esker,Russell Bryant,Ryan  Floyd,Sage Weil,Sean M. Collins,Scott Sanchez,Sean Dague,Sean Roberts,Shannon McFarland,Arturo Suarez,Thierry Carrez,Tim Bell,Bernard Van De Walle,Vishvananda Ishaya,Yuriy Brodskiy","http://twitter.com/jmckenty,http://www.facebook.com/profile.php?id=506628630,http://www.foursquare.com/user/548779"
,//pbs.twimg.com/profile_images/3316803106/fcfc4b156d27008834cabefefbe5a3d8_bigger.jpeg,Sean McGinnis,"Senior Principal Software Engineer,         Dell,Greater Minneapolis-St. Paul Area",,http://twitter.com/SeanTMcGinnis
,https://graph.facebook.com/1617295763/picture?type=normal,Nerijus Mikučiauskas,"Vizrt,Stockholm, Sweden",,http://www.facebook.com/profile.php?id=1617295763
",",//static.sched.org/a/331183/avatar.jpg.75x75px.jpg,Shannon McFarland,"Principal Engineer,         Cisco Systems,Colorado",,
,//static.sched.org/a3/1122317/avatar.jpg.75x75px.jpg,Serg Melikyan,"Software Engineer,         Mirantis, Inc.,Moscow, Russia",,http://serg.melikyan.me
,//pbs.twimg.com/profile_images/1246794444/jomcdono_bigger.jpg,John McDonough,"Custom Application Engineer,         Cisco Systems, Inc.,Sparta NJ",J,"http://twitter.com/johnamcdonough,http://www.cisco.com"
,//static.sched.org/a4/1155686/avatar.jpg.75x75px.jpg,Michael McCune,,,
"Dimitris is a full stack hackerpreneur, passionate about solving hairy technical problems without sacrificing the UX. He loves Python, tolerates Javascript and constantly looks for ways to simplify the management of computing resources. To that end, he co-founded Mist.io where he serves as CTO.",//static.sched.org/a3/1023852/avatar.jpg.75x75px.jpg?1b6,Dimitris Moraitis,"CTO & co-founder,         mist.io,Athens, Greece & San Francisco, California",,https://mist.io
,//static.sched.org/a2/331163/avatar.jpg.75x75px.jpg,Andy McCrae,,"Emilien Macchi,Kevin Jackson",http://twitter.com/andymccrae
,,Andy McCrae,,,
,,Erik McCormick,"Senior Director - Managed Services,         Cirrus Seven, Inc.,Ashburn, VA",,http://www.cirrusseven.com
,,John McEleney,,,
"Simon works for HP Cloud Services, having worked in both development & operations in companies large and small of the last 20 years in IT. Simon's current role in HP Cloud Services is as the Technical Lead for a private OpenStack cloud used to host public services. He lives in Northern Ireland with his wife Emma & 3 beautiful children, Zoe, Rory & Ollie, who make sure Simon enjoys life away from the keyboard.",//graph.facebook.com/717555881/picture?type=normal,Simon McCartney,"Engineer, HP,         HP,Belfast, United Kingdom","Devananda van der Veen,Jason Rist,Matt Ray,Jim Meyer,Scott Sanchez","http://twitter.com/simonmcc,http://www.facebook.com/profile.php?id=717555881,http://www.mccartney.ie"
,,sandro mazziotta,,,
intelligent imbecile,//m.c.lnkd.licdn.com/mpr/mprx/0_W1fpiDcyJgWL16vqWr2iim8yMxyol5vqwlR_imF2QseRm3CNLz0rSaPGBApq-CN4erDG2dzKIfI2,Dimitri Mazmanov,"Ericsson,Stockholm, Sweden",,http://www.facebook.com/profile.php?id=1306788011
,//static.sched.org/a4/1513015/avatar.jpg.75x75px.jpg,Pep Turró Mauri,"Software Maintenance Engineer,         Red Hat,Barcelona",,
,//static.sched.org/a4/1462108/avatar.jpg.75x75px.jpg,Mohammad Hanif,"Director, SW Engineering,         Brocade,San Jose, CA, USA",,http://www.brocade.com
,https://graph.facebook.com/100000614141016/picture?type=normal,Wontag Han,"IT Manager,         LG Uplus,Seoul, Korea",,"http://www.facebook.com/profile.php?id=100000614141016,http://www.lguplus.co.kr"
"Sébastien Han is a Cloud Engineer working for eNovance. His job is mainly focused on OpenStack and Ceph, since he has been working with them for almost 2 years. He devotes a third of his time on research and development around Open Cloud Platform and Open Storage. Apart from this, he writes several articles about Linux services, really focused on performance, high-availability, open source Cloud platform (Openstack) and open source storage (Ceph).",,Sebastien Han,"Cloud Engineer,         eNovance,Paris",,http://sebastien-han.fr/blog
,//static.sched.org/a4/1402727/avatar.jpg.75x75px.jpg,Jongwon Han,,,
,,el hammoud,,,
,//static.sched.org/a4/1508272/avatar.jpg.75x75px.jpg?f70,Robert Meissner,"Network Consulting Engineer,         Cisco Systems",,
"Steve leads infrastructure and platform engineering for Symantec’s new Cloud Platform Engineering (CPE) group. Symantec's CPE group is chartered with building and running essential platform and infrastructure services for next generation Symantec products and services.,,Steve has extensive and broad-based technology development, operations, and business management experience. He has been featured for leadership in OpenStack operational computing, and as an advocate of the advantages of cloud computing as integral to accelerating internal innovation. Steve has been part of the OpenStack community since Diablo and was part of the team that took Essex into production at eBay.,,Steve is a strong proponent of opensource as pivotal in transforming an engineering culture; that the benefits of merit-based, transparent, and peer-reviewed designs and code is where true innovation occurs.",//static.sched.org/a4/900758/avatar.jpg.75x75px.jpg,Steven Hallett,"VP Cloud Infrastructure Engineering,         Symantec",,
I work for an advanced software engineering services company based in Manchester called Codethink. I'm fairly new to nitty gritty software and development but eager to learn as much as I can. If you see me around then stop me and say 'Hi Seb!',,Sebastian Hall,"Sales,         Codethink Ltd,Manchester, UK",,http://www.codethink.co.uk
,,Brian Haley,"Software Engineer,         Hewlett-Packard,Boston, MA",,
",,",//static.sched.org/a3/913485/avatar.jpg.75x75px.jpg,Matt Haines,"VP, Cloud Engineering and Operations,         Time Warner Cable",,
"South Lincolnshire and London based technologist with a background in web architectures, cloud computing, operations and information security. A particular love for all things open-source. Recently launched FibreLincs, a community led FTTP broadband project for South Lincolnshire (modelled on the B4RN project).",//static.sched.org/a4/1475612/avatar.jpg.75x75px.jpg,Ben Haines,"Architect,         Thomson Reuters,London, UK",,http://about.me/benhaines
Mike Hagedorn is a software Engineer on HP's Horizon team.  He is also active in developing ruby libraries for OpenStack as well as the author of the IOS binding for HP Cloud,//static.sched.org/a4/1489842/avatar.jpg.75x75px.jpg,Mike Hagedorn,"Sr Web Engineer,         HP,Alcoa TN, USA","Joshua McKenty,Matt Ray,Terry Howe,Chris Johnson","http://twitter.com/mwhagedorn,http://www.facebook.com/profile.php?id=524069025,http://www.silverchairsolutions.com"
"Tempest, Neutron, NFV, SDN and all network overlaying technologies!",//static.sched.org/a4/1487809/avatar.jpg.75x75px.jpg,Daniel Mellado,"Software Engineer,         Midokura,Barcelona",,http://www.midokura.com
,//static.sched.org/a4/1476512/avatar.jpg.75x75px.jpg,Harald Haas,"Systems Administrator,         Cisco Systems,Vienna, Austria","Chet Burgess,Eric Wright (@DiscoPosse),Emilien Macchi,Andreas Jaeger,Mark T. Voelker,Nati Shalom,Neil Levine,patricia,Robert Nicola,Scott Sanchez,Shamail Tahir",http://twitter.com/darkyat
"Florian has been an active member of the OpenStack community since early 2011. He has driven and contributed to lively discussions within the community about OpenStack high availability, distributed storage integration, automation and deployment, and other topics. Florian has spoken about OpenStack at previous OpenStack Summits and also at OSCON, LinuxCon, linux.conf.au and many other conferences. When he is not speaking at conferences, Florian discharges his duties as CEO of professional services firm hastexo (which has a strong OpenStack focus), and also acts as a Principal Consultant serving hastexo's high-profile clients.",//static.sched.org/a4/330804/avatar.jpg.75x75px.jpg,Florian Haas,"CEO, Principal Consultant,         hastexo,Austria",,http://www.hastexo.com/who/florian
